,file_name,title,date,coperta,pot_city_name,city_name,latitude,longitude,pot_city_name_fuzzy,inferred_composer,city_not_nan,location_city,inferred_latitude,inferred_longitude,inferred_location,inferred_title,title_mediawiki_pageid,composer_mediawiki_pageid,inferred_genre,inferred_occasion,original_sources
293,data_716.json,La capricciosa corretta dramma giocoso per musica da rappresentarsi nell'imperiale e r. Teatro dei sigg. Accademici Rinnovati nel carnevale 1816,1816,"['LA', 'CAPRICCIOSA', 'CORRETTA', 'DRAvMA', 'GlOcoso', 'PER', 'MUSICA', 'DEI', 'SIGG', '.', 'ACCADEMICI', 'RINNOVATE', 'Wel', 'Carnevale', 'det', '1816', ',', 'SIENA', 'Nella', 'Stamperia', 'Coma', 'ret', 'Giovanni', 'R', 'es', '‘Approves', '.', 'DOTT', '.', 'ULDERICO', 'ROLAND', '!']",['siena'],Siena,43.31822,11.33064,['siena'],Not found,Siena,Teatro dei sigg Siena,Not found,Not found,Teatro dei Dilettanti,La capricciosa corretta,244916,211636,dramma,carnevale 1816,http://dl.cini.it/collections/show/962
294,data_685.json,La Giannetta. Dramma giocoso per musica da rappresentarsi nel Pubblico Teatro del Sole di Pesaro. L'agosto dell'anno 1774. Presentato a sua Eminenza il Signor Cardinale Pascale Acquaviva d'Aragona. Dignissimo presidente della Legazione di Udine. ,1774,"['LA', 'GIANNETTA', 'Dramma', 'Giocofo', 'per', 'Mufice', 'DA', 'RAPPRESENTARSI', 'Nel', 'Pabbliee', 'Teatro', 'DEL', 'SOLE', 'DI', 'PESARO', 'E', 'Agopi', 'TRESENTATO', 'A', 'SUA', 'EMINENZA', '11', 'SiowoR', 'CaRDINALE', 'P', 'ASSeC', 'Aah', 'By', 'ACQUAVIVA', 'D', ""'"", 'ARAGONA', 'Digniffine', 'Prefidente', 'della', 'Legaziae', 'ne', 'di', 'Uvbine', '.', '3', 'dell', '00', '17746', '‘nowrearrmime', ')', 'AR', '|', 'Ia', 'Peso', ';', 'M', ',', 'Dee', '.', 'Lexive', 'hen', ',', 'Geni', 'bis', 'a', 'Sp']",['pesaro'],Pesaro,43.90921,12.9164,['pesaro'],Not found,Pesaro,Teatro del Sole Pesaro,Not found,Not found,Teatro del Sole,La Giannetta,3446898,211636,dramma,Not found,http://dl.cini.it/collections/show/44
295,data_368.json,Il Marchese villano dramma giocoso in musica da recitarsi nel Teatro dell'Aquila di Perugia l'anno 1770. Dedicato alla nobile donna ... Cecilia Bonaccorsi ne' marchesi Bourbon di Sorbello,1770,"['IL', 'MARCHESE', 'VILLANO', 'DRAMMA', 'GIOCOSO', 'IN', 'MUSICA', ',', 'Da', 'recitarfi', 'nel', 'Teatro', 'dell', '""', 'Aquila', 'DI', 'PERUGIA', 'Le', 'Anno', '177', '%', 'Dedicate', 'alta', 'Nobile', 'Donne', 'CECILIA', 'BONACCORSI', 'NE', '’', 'MARCHEST', 'BOURBON', 'DI', 'SORBELLO', '.', 'IN', 'PERUGIA', ',', 'MDCOLXX', '.', 'Nella', 'Stamper', 'Coy', 'he', 'NOBILE', 'DONNA', '.', 'dota', 'nella', 'Cittt', 'mafira', '»', 'ment', 'Is', 'fplendore', 'dla', 'Chi', 'Far', 'lia', '+', 'Dello', ',', 'anit', 'cod', 'ootte', 'quelle', 'della', 'Sir', 'pe', 'Vela', 'rifperabitifina', 'per', ',', 'ogni', 'title', '€', 'malio', 'pid', 'per', 'ta', 'gloria', '5', 'che', 'ora', 'te', 'accrefte', 'to', 'Zio', 'Cardinale', 'ampliffn', 'ba', 'fimolato', 'ancor', 'mi', 'darvene', 'tat', 'offequisf', '>', 'asteftate', 'cob', 'con', 'Seerarsi', 'il', 'prefinte', 'Dramms', '.', 'Ben', '‘i', 'avvedianio', ',', 'che', 'sroppo', 'tenue', 'fi', '2', 'P', 'oferta', 'in', 'fe', 'flea', '5', 'ma', '.', 'pare', 'won', 'taco', 'aiffrgioales', 'ef', 'riguarda', 'i', 'iofo', 'dt', 'ebi', 'ta', 'sribura', '.', 'Degnaters', 'per', 'tanto', 'di', 'viceverla', 'col', '-', 'Ta', '‘berigna', 'generofits', 'Vofira', '»', 'come', 'dertvata', 'da', 'rimafiranza', 'quanta', '[', 'in', '-', 'cera', ',', 'altrectanto', 'unile', 'in', 'mezeo', 'alla', 'comune', 'allegrtssa', '»', '¢', 'di', 'prateggeres', '‘noi', 'coll', '.', 'autorevale', 'Vofiro', 'favore', ',', 'co', 'me', 'vi', 'fapplichiamo', 'nell', 'sa', 'ches', 'cal', '.', 'pid', 'fommeffo', 'rifpetso', 'oi', 'facciam', 'nee', 'aad', 'Dz', 'Vor', 'Nostus', 'Doxwa', '.', 'ene', 'ae', 'Agnes', 'Utto', 'cid', '5', 'che', 'non', '@', 'conforme', 'ai', 'veri', 'fenti', '-', 'menti', 'della', '$', '.', 'Romana', 'Chie', '-', 'fa', 'Cattolica', ',', 'é', 'folo', 'puro', '{', 'cher', '-', 'zo', 'di', 'Poefia', ',', 'e', 'non', 'fentimen', '-', 'to', 'del', '?', 'Autore', '5', 'che', 'fi', 'di', '-', 'chiara', 'yero', 'Cattolico', '«']","['aquila', 'perugia', 'perugia', 'cher', 'roma']",Perugia,43.1122,12.38878,"['aquila', 'perugia', 'perugia', 'cher', 'roma']",Not found,Perugia,Teatro dell'Aquila Perugia,Not found,Not found,Teatro dell'Aquila,Il Marchese villano,1801887,211636,dramma,Not found,http://dl.cini.it/collections/show/960
296,data_910.json,"Li sdegni cangiati in amore. Dramma da rappresentarsi nel Teatro Giustiniano di S. Moisè. Il Carnevale dell'anno 1725. Dedicato a sua altezza sereniss. il sig. D. Alderano Cibo Malaspina, Duca del Sacro Romano Impero, e di Massa Principe di Carrara, Duca d'Aiyello, Duca di Ferrentillo, Signore di padua Beneventana, &c. &c. &c.",1725,"['BUINT', 'LI', 'SDEGNL', '|', 'NUT', '?', 'IN', 'AMORE', 'Fm', 'LI', 'SDEGNI', 'CANGIATI', 'IN', 'AMORE', 'RA', 'M', 'MA', 'Dy', 'met', '“in', 'DA', '_', 'RAPPR', 'ENT', 'ARSE', 'Nel', 'Teatro', 'Giufliniano', 'di', 'S', '.', 'Moist', '.', '‘NCarrevale', 'del', '?', 'anno', 'MDCCXXV', '.', 'DEDICATO', '.', 'ASUA', 'ALTEZZA', 'SERENISS', '.', 'ILS1', '@', '.', 'D', '.', 'ALDERANO', 'CiBO', 'MALASPINA', '‘Duca', 'del', 'Sacto', 'Romano', 'Impero', ',', '«', 'di', 'Mats', 'fa', 'Principe', 'di', 'Carrara', ',', 'DueaWAtyello', ',', 'Duca', 'di', 'Ferrentilo', ',', 'Signore', 'di', 'Padula', 'Beneventana', ',', '&', 'c', '.', '&', 'e', '.', 'Se', '.', 'IN', 'VENEZIA', ',', 'Appreffo', 'Marino', 'Roffetti', ',', 'in', 'Merceria', 'alliniegoa', 'della', 'Pace', '.', 'Con', 'Licence', 'de', '?', 'Superior', '.', 'mast']","['carrara', 'venezia', 'roma', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['carrara', 'venezia', 'roma', 'venezia', 'venetia']",Not found,Venice,Teatro Giustiniano Venice,Not found,Not found,Teatro Giustiniano,Li sdegni cangiati in amore,Not found,211636,dramma,Carnevale dell'anno 1725,http://dl.cini.it/collections/show/79
297,data_16.json,Adriano in Siria dramma per musica di Pietro Metastasio trà gli arcadi Artino Corasio da rappresentarsi nel famosissimo Teatro Grimani di S. Gio. Grisostomo il carnovale dell'anno 1733. Dedicato a sua eccellenza il signor conte Cecinio Pepoli,1733,"['ADRIANO', 'IN', 'SIRIA', 'DRasita', 'PER', 'MUSICA', 'DL', 'PIETRO', 'METASTASIO', 'rd', 'gli', 'tread', 'ARTINOCORASIO', 'Da', 'cfenarG', 'el', 'Famoliina', 'ence', 'GRIManI', 'd', ""'"", 's', 'Gu', ':', 'Chetonos', 'Mb', 'Carnorite', 'all', 'ina', '173', '.', '2', ')', 'DEDICATO', 'A', 'Sua', 'Beellonen', 'i', 'Sigmon', 'Comte', 'CECINIO', 'PEPOLI', 'IN', 'VENEZIA', ';', 'MDCCKxXIE', 'ello', 'Carlo', 'Buonsrsio', 'Librajo', 'in', 'Mercer', ',', '©QN', 'Licenzape', 'svrsRiony']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Pietro Metastasio,Venice,Teatro Grimani Venice,45.43896755,12.338117806322515,Teatro Grimani,Adriano in Siria,2352736,710671,dramma,carnovale dell'anno 1733,http://dl.cini.it/collections/show/310
298,data_790.json,La madre de' Maccabei componimento sagro per musica da cantarsi nell'Oratorio de' RR. PP. della Congregazione dell'Oratorio di Roma,1785,"['»', 'LA', 'MADRE', 'a', 'DE', 'MACCABEI', 'COMPONIMENTO', 'SAGRO', '\\', 'PER', 'MUSICA', 'DA', 'CANTARSI', 'NELL', '’', 'ORATORIO', '.', 'DE', 'RR', '.', 'PP', '.', 'DELLA', 'CONGREGAZIONE', 'DELL', '’', 'ORATORIO', 'j', 'DI', 'ROMA', '.', 'Nella', 'Stamperia', 'diFitippo', 'Neri', ',', 'Luigi', 'Vefcovi', ',', '}', 'incontto', 'TOratoria', 'di', 'Chiela', 'Nuova', 'Cos', 'Licenea', 'de', 'superior', '.', '‘Si', 'vendono', 'nella', 'medefima', 'Stamperia']","['roma', 'roma']",Rome,41.89193,12.51133,"['roma', 'roma']",Not found,Rome,Oratorio dei RR Rome,41.89134835,12.485880742065747,Oratorio dei RR,La madre de' Maccabei,49422,211636,componimento sacro,Not found,http://dl.cini.it/collections/show/884
299,data_85.json,"Armida al campo, drama per musica da rappresentarsi nel Teatro a S. Angelo durante la fiera dell'Ascensione in quest'anno 1746",1746,"['|', 'Wee', '(', '\\', 'WYireg', '1932', 'ARMIDA', 'AL', 'CAMPO', 'DRAMA', 'PER', 'MUSICA', 'Da', 'Rapprefentarfi', '_', 'nel', 'Teatro', 'aS', '.', 'ANGELO', 'DURANTE', 'LA', 'FIERA', 'DELL', '?', 'ASCENSIONE', 'IN', 'QUEST', '’', 'ANNO', '1746', ',', '|', 'VENEZIA', ',', 'Si', 'Vendono', 'da', 'Gio', ':', 'Ligatore', 'di', 'Libri', 'Specehieri', 'aS', '.', 'CON', 'LICENZA', 'DE', '?', 'SUPERIOR', '!', '.', 'ei', 'SS']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice, Venice,Not found,Not found,Not found,Armida al campo,5046220,211636,dramma,la fiera dell'Ascensione,http://dl.cini.it/collections/show/735
301,data_819.json,La pazzia d'Orlando. Del sig. conte Prospero Bonareli. Opera recitatiua in musica. Et per far intermedi,1635,"['Te', 'Pee', ',', 'PAZZIA', 'D', ""'"", 'ORLANDO', '.', 'DEL', 'SIG', '.', 'CONTE', 'Profpero', 'Bonareli', '.', '.', 'Opera', 'a', 'e', 'aI', '‘Com', 'licerza', 'de', ""'"", 'Supetioni', ',', '&', 'Printlegio', '.', '|', 'IN', 'VENETIA', '.', '1635', '.', 'THpprefio', 'Angelo', 'Saluadori', '.', '—', '=', 'es', '.', 'a']","['venetia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venetia', 'venezia', 'venetia']",Not found,Venice, Venice,Not found,Not found,Not found,La pazzia d'Orlando. Del sig. conte Prospero Bonareli,Not found,211636,opera,Not found,http://dl.cini.it/collections/show/860
303,data_239.json,"Fenella ossia La muta di Portici. melodramma in quattro parti da rappresentarsi nel Gran Teatro La Fenice il carnovale dell'anno 1831. Parola di Rossi, musica di Pavesi",1830,"['3', 'Mas', 'LAMUTA', 'DEPORTICL', 'ofbeloDcamina', ';', 'PERERA', 'ossta', 'BA', 'MYM', 'HE', 'LORATOT', 'AMbelodeasuma', 'BN', 'QUATTRO', 'PARTI', 'DA', 'RAPPRESENTARS', '!', '|', 'NEL', 'GRAN', 'TEATRO', 'LA', 'FENICE', 'i', 'GARNOVALE', 'DELL', 'ANNO', '1851', 'orate', 'Sten', 'Mesca', '%', 'Pace', 'VENEZIA', '‘DALLA', 'TIROGRAFLA', 'CASALE', ',']","['venezia', 'casale']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro La Fenice Venice,45.4337096,12.3338572,Teatro La Fenice,Fenella ossia La muta di Portici,8325767,211636,melodramma,carnovale dell'anno 1831,http://dl.cini.it/collections/show/618
304,data_156.json,"Cesare in Egitto, dramma per musica da rappresentarsi nel famosissimo Teatro Grimani di S. Gio. Crisostomo l'autunno dell'anno 1735, dedicato a sua eccellenza il sig. Luiggi del S. R. Imp. conte di Salbourg ... / [musica di Giminiano Giacomelli]",1735,"['+', 'PER', 'MUSICA', 'DA', 'RAPPRESENTARSI', '‘NEL', 'FAMOSISSIMO', 'TEATRO', 'GRIMANI', 'DIS', '.', 'GIO', ';', 'CRISOSTOMO', 'L', 'AUTUNNO', 'DELL', 'ANNO', '1735', ':', 'DEDICATO', '#', 'SUA', 'ECORLLENZA', '11', ',', '$', '16', '.', 'Eyl', 'G', '@', 'Gil', 'DEL', 'S', '.', 'R', '.', 'IMP', '.', 'CONTE', 'DI', 'SALBOURG', '»', '\\', 'Coniglee', 'i', 'Guerra', 'Kay', '.', 'dlls', 'Chiave', '“lOfo', ',', 'Genes', 'di', 'Baka', ',', 'Golonnlla', '.', 'Corman', 'de', 'stirs', 'te', 'Cath', 'ciGueadr', 'SLCC', '.', 'fe', 'fe', 'IN', 'VENEZIA', ',', 'MDCCXXXV', '.', 'Per', 'Marino', 'Rofl', 'CON', 'Lick', 'za', 'DE', 'SUPERIORI', '.', 'Oy', 'BS', 'QOTT', '.', 'ULOE', 'me', 'S']","['genes', 'venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['genes', 'venezia', 'venezia', 'venetia']",Giminiano Giacomelli,Venice,Teatro Grimani Venice,45.43896755,12.338117806322515,Teatro Grimani,Cesare in Egitto,37228,6604218,dramma,Not found,http://dl.cini.it/collections/show/317
306,data_115.json,"Barsina, dramma per musica da rappresentarsi nel famoso Teatro Tron a S. Cassiano. Il Carnevale dell'anno 1742",1742,"['BARSINA', 'DRAMMA', 'PER', 'MUSICA', 'Da', 'eee', 'nel', 'Famofo', 'Teatro', ':', '—', 'aS', '.', 'Caffiano', '.', '.', 'Ghembevine', 'DELL', 'ANNO', 'MDCCXLIE', '.', 'IN', 'VENEZIA', ',', 'MDCCKLUL', 'Preffo', 'il', 'Milosco', '.', 'Si', 'vende', 'in', 'Campo', 'a', 'S', ',', 'Giatiand', '!', 'GON', 'LIGENZA', 'DE', '!', 'SUPERIORI']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro Tron Venice,45.4477428,12.327476223660023,Teatro Tron,Barsina,6740510,211636,dramma,Carnevale dell'anno 1742,http://dl.cini.it/collections/show/612
310,data_352.json,"Il Dioclete drama per musica da rappresentarsi nel Teatro di S. Angelo l'anno 1687. Dedicato a sua eccell. il sig. Turrismondo della Torre Co: del S.R.I. & Valsasina sig. di Duino, Sagrado, Vipusalno, Fratta, Meriano & c. Cameriere di S.M.C. & hereditario Maresciallo del Friuli",1687,"['DIO', 'c', 'L', 'ET', 'E', '|', 'Deamarernrsica', '#', '|', 'Da', 'Raprefentart', 'nel', 'Teatro', 'DIS', '.', 'ANGELO', '‘Anno', 'M', '.', 'DC', '.', 'LXXXVil', '.', 'DEDIGATO', 'A', 'Sua', 'Fecal', '.', 'ize', 'ee', 'DELLA', 'TORRE', 'IN', 'VENETIA', ',', 'MDCLAXYTL', 'er', 'Francelco', 'Nicolini', 'Gen', 'Liewna', 'de', 'Super']","['venetia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venetia', 'venezia', 'venetia']",Not found,Venice,Teatro di san Angelo Venice,Not found,Not found,Teatro di san Angelo,Il Dioclete,3725175,211636,dramma,Not found,http://dl.cini.it/collections/show/453
312,data_511.json,"I pitocchi fortunati, fiaba tragicomica del sig. Gozzi dello stesso titolo, ridotta a dramma per musica. Da rappresentarsi nel nobile Teatro di S. Benedetto nel Carnovale del 1819",1818,"['Ayes', '!', 'MfiToccnsFourunart', 'ing', 'J', 'PITOCCHI', 'FORTUNATI', 'FIABA', 'TRAGICOMICA', 'DEL', 'S1G', '.', 'GOZZI', 'DBLLO', 'STESS0', 'TITOLO', ',', 'A', 'DRAMMA', 'PER', 'MUSICA', 'NEL', 'NOBILE', 'TEATRO', 'DI', 'S', 'BENEDETTO', '‘NEL', 'CARNOVALE', 'DEL', '819', '.', 'VENEZIA', 'musta', 'mrowana', 'cassis']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro di san Benedetto Venice,Not found,Not found,Teatro di san Benedetto,I pitocchi fortunati,6884029,211636,azione sacra,Carnovale del 1819,http://dl.cini.it/collections/show/632
315,data_84.json,"Armida abbandonata, drama per musica da rappresentarsi nel Teatro di Sant'Angelo. L'Autunno dell'anno 1707. Dedicato agl'Illustriss. ed Eccellentiss. sposi il signor Nicolò Cornaro Procurator di S. Marco e la signora Francesca Soranza Procuratessa Cornara. Ristampata con nuova aggiunta / [Musica di Gio. Maria Ruggeri]",1707,"['Mnupica', 'Hf', 'Sir', '-', 'Maria', '.', 'Hupers', 'hi', 'rte', '|', 'L', 'ARMIDA', 'Drama', 'por', 'Mafica', 'Dagan', 'Acnnno', '.', '‘dell', '’', 'Anin0', '1707', ':', 'DEDICATO', ',', '(', 'caplet', ':', 'sd', 'vdiehentife', '.', 'Sp', 'iUSIC¢CT', 'Sieg', 'LO', 'CORNARO', 'Procurator', 'diS', '.', 'Marco', ',', 'E', 'la', 'Signore', 'FRANCESCA', 'SORANZA', 'Procuratefla', 'Cornara', '.', 'Rifempetacon', 'move', 'dszivnts', '-', 'ae', 'IN', 'VENEZIA', ',', 'MDCCV', 'InSpadaria', 'per', 'il', 'Zuceato', '»', 'de', 'Superie', 'siviiaies']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro di Sant'Angelo Venice,45.434000499999996,12.328373205309001,Teatro di Sant'Angelo,Armida abbandonata,5046220,211636,dramma,Not found,http://dl.cini.it/collections/show/672
316,data_1040.json,"Selin gran signor de' Turchi, drama per musica da rappresentarsi nel Nuovo Teatro di S. Margherita il carnovale dell'anno 1730. Dedicato a S. E. il signor Giorgio Querini patrizio veneto",1730,"['SHEL', 'eae', 'GRAN', 'SIGNOR', 'DE', 'TURGHT', '.', 'Drama', 'per', 'Mujfica', 'Da', 'Rapprefentarli', 'nel', 'Novo', '‘Teatro', 'di', 'S', ',', 'Margherita', 'I', '!', 'Carnovale', 'del', '!', 'Anno', '1730', '.', 'DEDICATO', 'AS', '.', 'Eil', 'Signor', 'GIORGIO', 'QUERINI', 'PATRIZIO', 'VENETO', '.', 'sions', 'IN', 'VENEZIA', 'Mpccxxx', ',', 'Apprefio', 'Carlo', 'Bwenserigo', '.']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro di san Margherita Venice,Not found,Not found,Teatro di Canal Regio,Selin gran signor de' Turchi,1602085,211636,dramma,carnovale dell'anno 1730,http://dl.cini.it/collections/show/793
317,data_903.json,"Le vendemmie, dramma giocoso per musica. Da rappresentarsi l'estate dell'anno 1782. Nel solito recintro in Prato della Valle. Dedicato a sua eccellenza N.H.S. Andrea Memo",1782,"['LE', 'VENDEMMIE', 'DRAMA', 'GIOCOSO', 'PER', 'MUSICA', '”', 'a', 'eavkesevratst', 'L', '’', 'ESTATE', 'DELL', '’', 'ANNO', '178', ',', 'NEL', 'SOLITO', 'RECINTRO', 'IN', 'PRATO', 'DELLA', 'VALLE', 'Dodie', '«', 'Sue', 'Eccllea', 'Ne', 'Hf', 'ANDREA', 'MEMG', 'ove', 'IN', 'PADOVA', '17s', 'PORE', 'EET', 'EEE', 'e', 'Tete', 'TET', 'Ht', 'PER', '[', 'I', 'CONZATTI', 'AS', '.', 'LORENZO', ',', 'Gon', 'Lie', '4', '?', 'Sugoi', '.']","['prato', 'padova', 'padova']",Padova,45.40797,11.88586,"['prato', 'padova', 'padova']",Not found,Padova, Padova,Not found,Not found,Not found,Le vendemmie,6226296,211636,dramma,Not found,http://dl.cini.it/collections/show/970
320,data_219.json,"Erode, dramma tragico da rappresentarsi nel Gran Teatro La Fenice il carnovale dell'anno 1826. Poesia del Sig. Luigi Ricciuti. Musica del Sig. Maestro Saverio Mercadante",1825,"['ERODE', 'DRAMMA', 'TRAGICO', 'NEL', 'GRAW', 'TEATRO', 'LA', 'FENIGE', '1', 'Carole', 'det', 'dane', '1836', ',', 'Sig', '.', 'Lue', 'Radeon', '.', 'del', 'Sg', ',', 'Maero', 'Savano', 'Manca', 'wes', 'VENEZIA', 'i', 'inet', 'INTERLOCUTORI', '.', 'RODE', ',', 'le', 'a', 'Geruatenme', 'Signor', 'Domenico', 'Duell', '.', 'MARLANNA', ',', '12x', 'mogte', '1', 'Signo', 'Ber', 'Montel', '.', '‘VARO', ',', 'Comte', 'dete', 'se', 'Rot', 'Signoro', 'Brig', 'Zoenconl', 'Beri', '.', '‘MAZZNBLLO', ',', ',', 'Grants', 'Ut', 'Rego', 'Signor', 'Clusppe', 'Bing', ',', '[', 'NABALLR', ',', 'cofnte', 'i', 'Marino', '‘Signor', 'Dareico', 'Cas', '.', 'cono', 'Di', 'Guess', '&', 'Heo', ',', 'Di', 'Gasrier', 'o', 'Vato', 'Daigle', 'de', 'Rian', ',', 'Sai', 'i', 'Bea', ',', 'Sua', 'Van', 'Borg', 'a', 'Nndons', ',', 'Fook', '1', 'delone', '8»', 'Gerualenme']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro La Fenice Venice,45.4337096,12.3338572,Teatro La Fenice,Erode,215592,211636,dramma,carnovale dell'anno 1826,http://dl.cini.it/collections/show/397
321,data_209.json,"Enea, e Lavinia, dramma per musica del celebre signor Fontenelle, tradotto nell'italiana favella ed accomodato all'uso del real Teatro di Parma per la primavera dell'anno 1761",1761,"['ENEA', ',', 'E', 'LAVINIA', 'DRAMMA', 'PER', 'MUSICA', 'DEL', 'CELEBRE', 'SIGNOR', 'FONTENELLE', '‘TAADOTTO', 'WELL', '!', 'ITALIANA', 'FAVELLA', '‘Ep', 'AccomoDATO', 'ALL', '’', 'uso', 'DEL', 'REAL', 'TEATRO', 'DI', 'PARMA', 'PER', 'L', '.', 'A', 'PRIMAVERA', 'Dail', '-', 'dane', 'MDCCLX', '!', ',', '38', '(', 'Com', 'apprrocone']","['parma', 'parma']",Parma,44.79935,10.32618,"['parma', 'parma']",Fontenelle,Parma,Teatro di Parma Parma,44.80323475,10.32678663339128,Teatro di Parma,"Enea, e Lavinia",211016,5269809,dramma,Not found,http://dl.cini.it/collections/show/791
323,data_624.json,L' eroe cinese dramma per musica da recitarsi nella regia elettoral villa di Sant'Umberto nel felicissimo giorno natalizio di sua maestà Augusto 3. Re di Polonia elettor di Sassonia &c. &c. &c. per comando di sua maestà la Regina.,1753,"['L', 'EROE', 'CINESE', 'DRAMMA', ',', 'PER', 'MUSICA', 'Da', 'REGITARS', 'NELLA', 'REGIA', 'ELETTORAL', 'VILLA', 'DI', 'SANT', 'UBERTO', 'NEL', 'FELICISSIMO', 'GIORNO', 'NATALIZIO', 'SUA', 'MAESTA', '’', 'AUGUSTO', 'IIL', 'RE', 'DI', 'POLONIA', ',', 'ELETTOR', 'DI', 'SASSONIA', ',', '&', '8', '&', '.', 'PER', 'COMANDO', 'SUA', 'MAESTA', 'LA', 'REGINA', '.', 'Ber', 'Bhinge', 'Ged', ',', 'cit', 'Gingefpirl', ',', 'took', 'in', 'Dem', 'Sangh', 'Chavis', '.', 'Saad', 'Stee', '|', 'Sb', 'Hubertsourg', 'al', 'Dein', 'Gliitlih', 'ettefiten', 'Geourths', '-', 'Tage', 'Sr', ',', 'Kdnigh', 'Majeft', '.', 'HERR', 'MN', 'r', 'Herrin', 'Muguéi', '-', 'des', 'Dritten', ',', 'Ronig', 'von', 'Pooler', '.', 'und', 'Chur', 'Fark', 'su', '-', 'Gadfeny', 'tif', 'hid', ')', 'em', 'Beiehly', 'ae', 'Meajell', '.', 'Dev', 'Konigin', '‘it', 'aufgeriiret', 'werden', '.', 'Sim', 'Sabo', '1753', 'Yeates', 'a', 'Dresden', ',', 'eben', 'Bey', 'berth', 'tinh', 'Sof', 'Bh', 'oe', '?', 'Gren', '.', 'wR']",['dresden'],Dresden,51.05089,13.738320000000002,['dresden'],Not found,Dresden, Dresden,Not found,Not found,Not found,L' eroe cinese,5133698,211636,dramma,Not found,http://dl.cini.it/collections/show/328
324,data_589.json,"L' amante di tutte, dramma giocoso per musica. Da rappresentarsi nel Teatro dell'Illustriss. Pubblico di Reggio, il carnevale dell'anno 1771. Umiliato all'Altezza Serenissima di Maria teresa Cybo d'Este, Principessa Ereditaria di Modena, Duchessa di Massa, Carrara, ec.",1771,"['DI', 'TUTTE', 'DRAMMA', '_', 'GIOCOsO', 'PER', 'MUSICA', 'Da', 'rapprefentarfi', 'Nel', 'Teatro', 'dell', '""', 'Ilu', '@', 'trifs', ',', 'Pubbtico', 'di', 'Reggio', '.', '3', '.', 'CARNEVALE', 'DELL', '’', 'ANNO', 'MDCCLXXI', '.', 'UMILIATO', 'AN', '’', 'Altera', 'Serenifima', 'MARIA', 'TERESA', 'CYBO', 'D', ""'"", 'ESTER', '|', 'Principetta', 'Ereditaria', 'di', 'Modena', ',', 'Duchefla', 'di', 'Mata', ',', 'Catrara', ',', 'ec', '.', 'ewe', 'ne', 'BBO', 'Onmnnnnmunin', 'In', 'Keggo', ',', 'Go', '2', ',', 'Ginleppe', 'Dayelo', '.', 'Penwalfe', 'de', 'buy', ',']","['reggio', 'modena', 'reggio', 'modena']",Reggio nell'Emilia,44.69825,10.63125,"['reggio', 'modena', 'reggio', 'modena']",Not found,Reggio nell'Emilia,Teatro dell'Illustrisanti Pubblico di Reggio Reggio nell'Emilia,Not found,Not found,Teatro dell'Illustrisanti Pubblico di Reggio,L' amante di tutte,314487,211636,dramma,carnevale dell'anno 1771,http://dl.cini.it/collections/show/1032
