,file_name,title,date,coperta,pot_city_name,city_name,latitude,longitude,pot_city_name_fuzzy,inferred_composer,city_not_nan,location_city,inferred_latitude,inferred_longitude,inferred_location,inferred_title,title_mediawiki_pageid,composer_mediawiki_pageid,inferred_genre,inferred_occasion,original_sources
474,data_18.json,"Agide Re di Sparta, dramma per musica di Luisa Bergalli da rappresentarsi nel Teatro Giustiniano di San Moise l'anno 1725. Consegrato a sua Eccellenza il Signor Antonio Rambaldo, Conte di Collato, San Salvatore, Ray, Credazzo, Colle di San Martino, e Musestre; signore di Pirnitz, Teuro-Rudoletz, e Czerna; Ippotecario Possessore della Muta Ibbsense al Danubio; Consigliere intimo di Stato di S. M. C. C. &c. / [La musica è del famoso sig. Giovanni Porta]",1725,"['AGIDE', ':', 'REDISPARTA', '|', ',', 'DRAMMA', 'PER', 'MUSIC', 'A', 'ai', 'LUISA', 'BERGALLT', 'a', 'rapprefentar', 'nel', 'TEATRO', 'GIUSTINIANO', 'DI', 'SAN', 'MOISE', '’', 'L', '’', 'ANNO', 'MDCCXXP', '.', 'CONSAGRATO', 'A', 'SUA', 'ECCELLENZA', 'Hi', 'Signor', 'ANTONIO', '-', 'RAMBALDO', '|', 'Conte', 'Colate', ',', 'Sin', 'Saostores', 'RaysCredareoy', '0', '‘CollediSan', 'Martinaye', 'Mute', ';', 'Signore', 'dtp', 'Piraity', 'Teoto', '-', 'Rudoletsye', 'Cueraajlppoce', '=', 'gf', 'Zito', 'Boffo', 'della', 'Mita', 'Inbfeste', 'atDs', '>', 'futioy', 'Coniglieretecianods', 'Stato', 'di', 'SM', ',', 'Eke', 'He', 'fe', 'IN', 'VENEZIA', ',', 'z', 'Appreffo', 'Marino', 'Roffetti', 'in', 'Meraetia', 'all', ""'"", 'lufegna', 'della', 'Po', '-', '¢', 'E', 'Con', 'Liceize', 'de', 'Sureriri', 'a']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Luisa Bergalli,Venice,Teatro Giustiniano di Venice,Not found,Not found,Teatro Giustiniano di,Agide Re di Sparta,4495806,456659,dramma,Not found,http://dl.cini.it/collections/show/574
477,data_61.json,"Antigona, tragedia di Merindo Fesanio Past. ARC. Ristretta ad uso di Riccantarsi [!] nel Teatro Trono [!] in S. Cassano l'autunno dell'anno 1724 / [La musica e' del sig. Giuseppe Maria Orlandini]",1724,"['ANTIGONA', 'TRAGEDIA', 'DI', 'MERINDO', 'FESANIO', 'PAST', '.', 'ARG', '.', 'Riftretta', 'ad', 'ufo', 'di', 'Riceantarlt', 'nel', 'Teatro', 'Trono', 'in', 'S', '.', '‘Caffano', 'DL', '’', 'Autunno', 'dell', 'Anno', 'MDCCXXIV', '.', 'Quarta', 'Veneta', 'impreffione', 'ng', '?', 'esaaye', 'IN', 'VENEZIA', ',', '‘Appretio', 'Maino', 'Rofl', 'in', 'Mereria', 'a', ')', '“', ',', 'llTafegaa', 'della', 'Dae', 'Gon', 'Licenza', 'de', '’', 'Superior', ',']","['venezia', 'venetia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venetia', 'venezia', 'venetia']",Giuseppe,Venice,Teatro Trono Venice,45.4337096,12.3338572,Teatro Trono,Antigona,690906,1650574,tragedia,Not found,http://dl.cini.it/collections/show/1040
479,data_287.json,"Gli Amanti ridicoli, The Ridiculous Lovers; a comic opera, as perform'd at the King's Theatre in the Hay - Market. The music by signor Galuppi, ...The poetry  is originally by the son of signor Galuppi, ... alter'd and considerably increased by Signor G. G. Bottarelli, by whom is the Trio in the second Act, and the third Act. The English by the translator of the ""Viaggiatori ridicoli,"" ...",1768,"['Gli', 'Amanti', 'Ridicoli', ',', 'The', 'Ridiculous', 'Lovers', '5', 'A', 'COMIC', 'OPERA', ',', '‘ns', 'Paro', 'he', 'KING', '“THEATRE', 'IN', 'THR', 'HAY', '-', 'MARKET', '.', 'este', 'by', 'Spee', 'Gauern', ',', 'y', 'es', 'cero', 'mud', 'wh', '5', 'ees', 'ee', 'ia', 'mag', 'ips', 'Trg', 'Foy', 'a', 'Ht', 'Pot', 'Fete', 'by', 'Signor', 'G', '.', 'G', '.', 'Barransiss', '.', 'by', 'whom', 'Botyne', 'cahacsils', 'a', '‘The', 'Baglin', 'bythe', 'Trantor', 'of', 'he', 'Vincora', 'tony', '""', 'Jao', 'Geaing', 'the', '’', 'Sole', 'of', 'this', 'of', '»', 'lowe', 'elon', 'wae', 'blige', '0', 'conor', 'LONDON', '‘Printed', 'by', 'W', '.', 'Gasrris', ',', 'Booklet', 'and', 'Stationery', ',', 'a', 'Gatberine', '-', 'Sret', ',', 'in', 'the', 'Strand', '.', '3754', '.', '[', 'Price', 'One', 'Sbiling', ')']",['london'],London,51.50853,-0.12574000000000002,['london'],Not found,London, London,Not found,Not found,Not found,"Gli Amanti ridicoli, The Ridiculous Lovers; a comic",Not found,211636,opera,Not found,http://dl.cini.it/collections/show/287
480,data_502.json,Il voto. melodramma in tre atti. Versi di Daspuro,1901,"['UMBERTO', 'GIORDANO', 'IL', 'VOTO', 'MELODRAMMA', 'IN', 'TRE', 'ATTI', 'VERS', '!', 'DI', 'WN', ',', 'DASPURO', '-', 'UMBERTO', 'GIORDANO', 'im', 'VOLO', 'MELODRAMMA', 'IN', 'TRE', 'ATTI', '‘VERSE', 'DI', 'N', ',', 'DASPURO', 'ae', 'PERSONAGGI', '‘Vito', 'Amante', '‘Tenore', 'Cristina', 'Soprano', 'Amalia', 'Mezzo', 'Soprano', 'Marco', ',', 'barbiere', 'Baritono', 'Nunsia', ',', 'pettinatsice', 'Meza', 'Soprano', 'Popolani', '©', 'popolane', ',', 'garkont', '«', 'raga', 'La', 'socna', '§', 'in', 'Napoli', 'verso', 'il', '1810', 'ATTO', 'PRIMO', '.', 'ScENA', 'PRIMA', 'Dioniotau', '*', 'ont', 'ait', 'Ys', 'fa', 'Rade', 'gga', 'itu', 'ase', 'Orintina', 'Signor', 'al', 'Ja', 'plot', 'Mareo™”', 'Sapeta', 'voi', 'le', 'novia', 'fra', 'Tonticn', '@', '19', 'rooglio', '?', '‘hah', 'Profettizar', '’', 'a', 'i', 'Saal', 'ale', 'eon', '‘']","['napoli', 'napoli']",Naples,40.85216,14.26811,"['napoli', 'napoli']",Not found,Naples, Naples,Not found,Not found,Not found,Il voto,645080,211636,melodramma,Not found,http://dl.cini.it/collections/show/351
482,data_641.json,L' inimico generoso drama per musica da rappresentarsi in Bologna nel Teatro Malvezzi l'anno 1709,1709,"['PRO', 'OOOO', 'S', 'TOMO', 'eae', ':', 'a', ',', '2', 'AA', 'eran', 'WESSSESS', 'CS', 'ODL', 'OSS', '=', '=', '""', '[', 'LINIMICO', 'GENEROSO', 'DRAMA', 'PER', 'MUSICA', '.', '¥', 'Da', 'rapprefentarfi', 'in', 'Botocna', 'NEL', 'TEATRO', 'MALvEzzr', 'L', 'ANNO', 'MDCCIX', '.', 'IN', 'BOLOGNA', 'Fer', 'Colantino', 'larch', ',', 'foto', 'leSeuole', 'alike', 'iS', '.', 'Michele', '.', 'calle', 'de', '!', 'Superior', '’', '.', 'oa', 'a', 'Lalite', 'hatinde']","['bologna', 'bologna']",Bologna,44.49381,11.33875,"['bologna', 'bologna']",Not found,Bologna,Teatro Malvezzi Bologna,Not found,Not found,Teatro Malvezzi,L' inimico generoso,1323999,211636,dramma,Not found,http://dl.cini.it/collections/show/94
483,data_657.json,"L' odio placato, drama per musica da recitarsi nel Teatro di S. Angelo l'anno 1730",1730,"['lLopIo', 'PLACATO', '.', 'DRAMA', 'PER', 'MUSICA', 'Da', 'recitarfi', 'nel', 'Teatro', 'di', 'S', '.', '‘Angelo', 'I', ""'"", 'Anno', '1739', '.', 'aha', 'ata', 'ste', 'dae', 'Tene', 'nen', 'er', 'Tamra', 'ener', 'pent', 'Fence', 'cana', '4', 'ee', 'Ta', 'El', 'IN', 'VENEZIA', ',', 'M', '.', 'DECKEX', '.', 'Appreifo', 'Alvife', 'Valvafente', 'tn', 'Freazaria', 'a', 'San', 'Mose', '.', 'eon', 'Licerzs', 'Soper', '¢', 'Briviegive', 'an']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro di san Angelo Venice,Not found,Not found,Teatro di san Angelo,L' odio placato,2278690,211636,dramma,Not found,http://dl.cini.it/collections/show/227
486,data_185.json,Didone abbandonata. Dramma per musica del Signore Abate Pietro Metastasio poeta cesareo da rappresentarsi nel Teatro di Lucca nell'autunno dell'anno 1775.,1775,"['ANToss', ':', 'fi', 'One', ':', 'fF', 'DIDONE', 'Ba', 'wa', 'ABBANDONATA', 'DRAMMA', 'PER', 'MUSICA', 'DEL', 'SIGNORE', 'ABATE', ',', '|', 'PIETRO', 'METASTASTO', '-', 'POETA', 'CESAREO', '|', 'DA', 'RAPPRESENTARSE', 'NEL', 'TEATRO', 'Da', 'AGG', 'ew', 'IN', 'LUCCA', 'Moceux', 'FER', 'FILIPPO', 'MARIA', 'BENEDINI', 'CON', 'LIC', ',', 'DE', ""'"", 'SUPER', '.', 'ROL', '.', 'OAS', '2', '.', '45', 'ARGOMENTO', ',', 'Idone', ',', 'Vedova', 'di', 'Sicheo', ',', 'dopo', 'efferle', 'ftato', 'uccifo', '11', 'Marito', 'Ga', 'Pigmalione', '{', 'uo', 'Fratello', 'Re', 'Gi', 'Tiro', ',', 'fugg', ')', 'con', 'immenfe', 'ricchezze', 'in', 'Affrica', ',', 'dove', 'comprato', 'fuficientes', '‘Terreno', ',', 'edificd', 'Cartagine', '.', 'Fu', 'ivi', 'ri', 'chiefta', 'in', 'Moglie', 'da', 'molti', ',', 'e', 'particolat', 'mente', 'da', 'Jarba', 'Rede', '’', 'Mori', ',', '¢', 'fempre', 'ricusd', ';', 'dicendo', ',', 'voler', 'ferbar', 'fede', 'alle', 'ceneri', 'dell', '’', 'eftinto', 'Conforte', '.', 'Intanto', 'Enea', 'Trojano', ',', 'elfendo', 'tara', 'diftrutta', 'fua', 'Patria', 'da', '’', 'Greci', ',', 'mentre', 'andavain', 'Italia', ',', 'fu', 'portato', 'da', 'una', 'tempeita', 'nelle', '{', 'ponte', 'dell', '’', 'Affrica', ',', 'e', 'ricevuto', ',', 'e', 'rifto', '~', 'rato', 'da', 'Didone', ',', 'la', 'quale', 'ardentemen', '-', 'te', 'fe', 'ne', 'invaghi', ';', 'ma', 'mentre', 'egli', 'com', '-', 'piacendofi', 'dell', '’', 'affetto', 'della', 'medefima', ',', '&', 'traueneva', 'in', 'Cartagine', ',', 'fu', 'dagli', 'Dei', '‘comandato', ',', 'che', 'abbandonafle', 'quel', 'Cie', '~', 'lo', ',', 'profeguife', 'il', 'fuo', 'cammino', 'verfo', 'Italia', ',', 'dove', 'gli', 'promettevano', ',', 'che', 'do', '-', 'veva', 'riforgere', 'una', 'nuova', 'Troja', ',', 'egli']",['lucca'],Lucca,43.84369,10.50447,['lucca'],| pietro,Lucca,Teatro di Lucca Lucca,Not found,Not found,Teatro di Lucca,Didone abbandonata,2504616,1875881,dramma,Not found,http://dl.cini.it/collections/show/32
488,data_972.json,"Oro non compra amore, dramma giocoso da rappresentarsi nel Teatro in San Benedetto nella primavera 1825. Musica, (primo lavoro) espressamente scritta dal giovine maestro Leopoldo Zamboni di Bologna",1825,"['ORO', 'NON', 'COMPRA', 'AMORE', 'DRAMMFA', 'G10¢U50', 'DA', 'RAPERESENTARSE', 'NEL', 'TEATRO', 'IN', 'SAN', 'BENEDETTO', 'WELLA', 'PRIALAVERA', '10a', '.', '‘Marie', '(', 'primo', 'lavoro', ')', 'esprestomente', 'serite', '‘porine', 'Masse', '""', 'Leopoldo', 'Zambont', 'Bi', 'alegnee', 'VENEZIA', 'Prezzo', 'Cent', ',', '75', 'Austr', '.', 'oe']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Leopoldo Zamboni,Venice, Venice,Not found,Not found,Not found,Oro non compra amore,699518,7760617,dramma,Not found,http://dl.cini.it/collections/show/724
489,data_849.json,La vendemmia dramma giocoso per musica da rappresentarsi nel Teatro Zagnoni l'autunno dell'anno 1778,1778,"['LA', 'VENDEMMIA', 'Daanuma', 'Grocoso', 'Per', 'Mufica', 'DA', 'RAP', 'PRESENTARSI', 'NEL', 'TEATRO', 'ZAGNONI', 'L', '’', 'Autunno', 'dell', '’', 'Anno', '1778', '.', '—', 'Tn', 'Bologna', 'nella', 'Seamperla', 'del', 'Salle', 'Gon', 'licenca', 'de', '!', 'Superior', '’']","['bologna', 'bologna']",Bologna,44.49381,11.33875,"['bologna', 'bologna']",Not found,Bologna,Teatro Zagnoni Bologna,44.4698796,11.1005849,Teatro Zagnoni,La vendemmia,6226296,211636,dramma,Not found,http://dl.cini.it/collections/show/976
490,data_307.json,"Griselda, drama per musica da rappresentarsi nel Teatro Grimani di S. Samuele nel mese di maggio dell'anno 1720. Dedicato all'illustriss. sig. il sig. Giorgio Parker figlio unico di sua eccellenza Milord Parker gran cancelliere della gran Bretagna",1720,"['/', 'ORLANDIN', '!', 'GRISELDA', '|', '4720', 'GRISELDA', 'Drama', 'per', 'Mufca', 'DA', 'RAPPRESENTARSL', 'Nel', 'Teatro', 'Grimani', 'di', 'S', '.', 'Samuele', 'Nel', 'Mefedi', 'Maggio', 'dell', 'Anna', '1730', ',', 'DEDICATO', 'All', 'Illaftifs', '.', 'Sig', '.', 'il', 'Sig', '.', 'GIORGIO', 'PARKER', '.', 'Figliounico', 'di', 'Sua', 'Eecellenza', '.', 'MILORD', 'PARKER', 'Gran', 'Cancellicte', 'della', 'gran', 'Bretagna', '.', 'wEEm', 'IN', 'VENEZIA', ',', 'MDCCXX', '.', 'Peeffo', 'Marin', 'Roffeti', 'all', ""'"", 'Infegaa', 'della', 'Pace', '«', 'Con', 'Liconzst', 'de', '’', 'Superiari', '.']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro Grimani di Venice,Not found,Not found,Teatro Grimani di,Griselda,2613638,211636,dramma,Not found,http://dl.cini.it/collections/show/452
491,data_1033.json,"Scipione nelle Spagne, dramma per musica. Da rappresentarsi nel Regio-Ducal Teatro di Milano nel carnovale dell'anno 1768. Dedicato a sua altezza serenissima il duca di Modena, Reggio, Mirandola ec. ec. Amministratore, e Capitano Generale della Lombardia Austriaca ec. ec. / [Compositore della musica sig. Ferdinando Bertoni]",1768,"['|', 'SCIPIONE', '\\', '4NELLE', 'SPAGNE', ',', '|', '<', '‘DRAMMA', 'PER', 'MUSICA', '|', 'DA', 'RAPERESENTARSE', 'NEL', 'REGIO', '-', 'DUCAL', 'TEATRO', 'DI', 'MILANO', '‘Nel', 'Carnovale', 'dell', '’', 'Anno', '1768', ',', 'pEni1caro', '\\', 'AsUA', 'eres', 'SERENISSIMA', 'DUCA', 'DI', 'MODENA', ',', 'REGGIO', ',', 'MIRANDOLA', 'ec', '.', 'ec', '.', 'AMMINISTRATORE', ',', 'E', 'CAPITANO', 'GENERALE', 'DELLA', 'LOMBARDIA', 'AUSTRIACA', 'ec', '.', 'ec', '.', '_', 'GBS', 'Aw', 'MILANO', ',', ')', '/', '.', 'MDECIXVITT', '.', 'Nella', 'Samperia', 'di', 'Gioyanai', 'Montani', 'CON', 'BICEN', 'ZA', 'DE', 'STPELLONI', ',']","['milano', 'modena', 'reggio', 'milano', 'reggio', 'milano', 'modena', 'reggio', 'milano']",Milan,45.46427,9.18951,"['milano', 'modena', 'reggio', 'milano', 'reggio', 'milano', 'modena', 'reggio', 'milano']",Not found,Milan,Teatro di Milano Milan,45.46760475,9.189119523129573,Teatro di Milano,Scipione nelle Spagne,56604,211636,dramma,carnovale dell'anno 1768,http://dl.cini.it/collections/show/148
492,data_371.json,Il Mauritio dramma per musica del sig. Nicolò Minati da recitarsi nel famoso Theatro di Tor di Nona nel corrente Carneuale dell'anno 1692. Dedicato all'Illustriss. & Eccellentiss. Sig. La Signora D. Lorenza della Cerda Contestabilessa Colonna. Duchessa di Tagliacozzo &c. ,1692,"['GABR', '{', 'ELT', 'p', ',', '1', 'MAURITIO', '1692', 'j', 'IL', 'MAVRITI', 'DRAMAA', 'PER', 'MPSICA', 'BEL', 'SIG', ':', 'NICOLO', '!', 'MINATI', 'da', 'recites', '‘Nel', 'famofo', 'Theatro', 'di', 'Tor', 'di', '‘Nona', 'nel', 'Corsente', 'Carne', '-', 'uale', 'dell', '’', 'Anno', '1692', '.', 'Dedicao', 'all', 'Tia', 'frifs', ':', 'Ecellomif', 'Sig', '.', 'LA', 'SIGNORA™', 'D', '.', 'LORENZA', 'DELLA', 'CERDA', '~', 'CONTESTABILESSA', 'F', 'COLONNA', 'Ducheffa', 'di', 'Tagliacazzd', '&', 'c', '.', 'aeticee', 'IN', 'ROMA', ',', 'Per', 'Branc', '.', 'de', '?', 'Laz', '.', ')', 'fg', 'd', ""'"", 'fon', '.', '16925', 'Gon', 'licens', 'de', 'Superion', '*', 'Si', 'vendono', 'alte', 'di', 'Marmo', ',', 'pella', 'Libraria', 'di', 'Franceico', 'de', '’', 'Lezzati', 'DUTT', '.', 'VLDERiCo', '.', 'RoLaNON']","['roma', 'roma']",Rome,41.89193,12.51133,"['roma', 'roma']",Nicolò Minati,Rome,Theatro di Tor di Nona Rome,Not found,Not found,Teatro di Vicenza,Il Mauritio,516328,520425,dramma,Not found,http://dl.cini.it/collections/show/1007
495,data_87.json,"Arrenione, drama per musica da rappresentarsi nel Teatro di Sant'Angelo dedicato all'Illustrissimo Signor Gio: Giacomo Baron di Speringhen Capitano della Guardi Svizzera dell'Eminen. Legato di Bologna.",1708,"['2404', '212', ')', '.', 'ARRENIONE', 'Drama', 'per', 'Mafica', 'Da', 'Tapp', 'ierh', 'nel', '‘Teatro', 'di', 'SANTANGELO', 'DEDICATO', 'AML', 'Ulafriffna', 'Signer', 'GIO', ':', 'GIACOMO', 'Baron', 'di', 'Speringhen', 'Capita', '-', 'no', 'della', 'Guardia', 'Suizzcra', 'dell', '’', 'Eminen', ',', 'Legato', 'di', 'Bologna', '.', 'IN', 'VENEZIA', ',', 'M', '.', 'DCCVIII', 'yao', 'o', 'BillazZacnto', '.', 'MGonlmcade', 'Spe']","['bologna', 'venezia', 'bologna', 'venezia', 'venetia']",Bologna,44.49381,11.33875,"['bologna', 'venezia', 'bologna', 'venezia', 'venetia']",Not found,Bologna,Teatro di Sant'Angelo Bologna,45.434000499999996,12.328373205309001,Teatro di Sant'Angelo,Arrenione,1320327,211636,dramma,Not found,http://dl.cini.it/collections/show/548
497,data_506.json,Intermezzi di Zamberlucco e Paladrana da rappresentarsi in Bologna nel Teatro Formagliari il carnovale dell'anno 1724.,1723,"['~', '_', 'ee', '03', 'INTERMEZZO', 'PRIMO', '.', 'Palandvana', 'Vecebis', 'da', 'Vodou', ',', 'Zamber', '-', 'lucee', 'Govane', 'da', 'Bravo', '.', 'ee', 'pas', 'cere', 'lah', 'ei', 'a', 'a', 'Lee', 'ae', 'oe', 'ecg', 'as', 'peel', 'ee', 'Seer', 'eeerar', 'ae', ',', '‘Eis', 'frefea', 'fon', '""', 'fo', ',', 'che', 'di', 'Mofehexta', 'ee', 'es', 'Rates', 'ees', 'peepee', 'xe', ',', 'ke', 'ee', 'oe', 'alge', ':', 'ee', 'Teter', 'aot', 'ae', 'om', 'Pal', 'Ci', '‘nh', 'pieth', 'di', 'una', 'Vedovella', '?', '4', 'inte', '(', 'Zam', '.', 'Comandi', '.', 'pee', 'Biopsy', 'e', '>', 'Signora«', 'sles', 'Porehier', '>', 'eerste', ':', 'Petition', 'tastes', 'Zam', 'toi', 'Mondo', '.', 'pera', 'Rom', 'ed', 'Urbino', ',', 'Tears', 'cated', ',', 'efranctino', '.', 'Pal', 'Ed', 'cit', 'mconote', '?', '2p', 'haa', 'Hits', 'Fi', 'fenprelaSignor', 'Palandrana', '.', 'pectin', 'et', 'Soto', 'lseanateo', 'yeu', 'certo', 'genio', 'PaltDieay', 'dies', 'Zam', 'Mi', 'par', 'El', 'aieoe', 'Zee', 'Noel', 'Pal', 'ean', 'Za', 'let', '8', 'enn', 'spato®', 'Bu', 'ahi', 'mon', 'tttciees', '“kh', 'fra', 'clot', '‘Ant', 'chev', 'mete', '‘', 'Ab', 'tsscchebelf', 'Uonot', 'Zam', ':', 'Con', 'ste', 'notes', '8', 'Pale', 'viel', 'oon', ')', '(', 'Fal', 'bento', 'polcheimpercuo', 'erailmioS', '|', '‘ego', 'cos', '.', 'Patina»', '‘Abbiaripot', 'Zam', ':', '(', 'Or', 'ceed', 'ale', 'efor', '.', ')', '2alSonicentc', 'fon', 'ian', 'pt', 'am', '(', 'Cs', 'pangonle', 'Yedoye', '|', 'Mata', 'Pil', 'isfegias', 'fe', 'Ane', 'oo', 'PREM', 'O', '.', ':', '‘Ame', 'dicen', ',', 'che', 'd', ""'"", 'altrenoute', 'v', '+', '+', '«', 'eM', 'di', ':', 'forno', 'a', 'dir', ',', 'fe', 'vuole', 'Tote', 'io', 'rbd', 'ua', 'at', '.', '(', 'Buon', 'perme', '.', ')', 'Berehe', 'w', 'am', '.', '(', 'i', 'dala', 'fila', ')', 'ak', 'Avanti', 'im', '.', 'To', 'dif', '.', 'ld', 'foun', 'at', 'rifpond', 'as', 'Accel', 'la', 'PU', ':', 'al', ',', '(', 'Beco', 'ih', '(', 'econo', ')', 'rome', '?', '1', 'Zamberlneeo', '>', 'aL', 'to', 'mete', '®', 'peal', 'rE', 'int', 'rent', 'ea', 'tte', 'on', 'ems', 'fa', 'igen', 'Bee', 'cre', 'At', 'CRIED', 'gy', 'vive', 'os', '00', 'PUOKE»', 'ce', 'ite', 'allora', ',', 'aio', 'ladote', '-', ')', '‘', '(', 'Pian', 'Palandrana', ',', 'pian', ')', 'ove', 'tandem', 'a', 'eon', 'ete', 'hg', ',', 'alee', 'eine', 'gioco', 'co']","['rome', 'roma']",Rome,41.89193,12.51133,"['rome', 'roma']",Not found,Rome, Rome,Not found,Not found,Not found,Not found,387578,211636,intermezzi,carnovale dell'anno 1724.,http://dl.cini.it/collections/show/272
498,data_704.json,"La Vendemmia, melodramma giocoso in due atti da rappresentarsi nel Teatro di Lodi il carnovale 1805 anno quarto",1805,"['Sg', 'a', 'LA', 'VENDEMMIA', 'oe', 'narrersrxrans', '?', 'NEL', 'TEATRO', 'DI', 'LODI', 'I', 'Carnovale', '1805', 'Anwo', 'quanta', ',', 'Lopi', 'Datta', 'TipocRasia', 'Paitaviciys', '.', 'CITTADINE', 'CENTILISSIME', ',', 'EL', 'Melodramma', ',', 'che', 'ho', 'Tonore', 'di', 'presenrari', ',', 'non', '&', 'veramente', 'della', '‘stagione', ';', 'mi', 'lusingo', 'perd', ',', 'che', ',', 'se', 'aurete', 'la', 'hontic', 'de', 'favorirmi', ',', 'mati', 'reranno', 'i', 'grappolt', 'ancoreche', 'sit', 'd', ""'"", 'un', 'verno', ',', 'e', 'procurandimi', 'in', 'questa', 'gui', '-', 'sa', 'un', 'raccolio', 'abbondanre', ',', 'come', 'lo', 'Spero', ',', 'farere', 'sempre', 'pit', 'in', 'me', 'stes', '-', '$', 'o', 'aumencare', 'quella', 'stima', ',', '¢', 'consi', '-', 'derazione', ',', 'che', 'ho', 'i', 'piacere', 'di', 'prof', '-', 'fessarvie', 'Bassaxo', 'Lowont', 'Yaprevare']",['lodi'],Lodi,45.30989,9.50085,['lodi'],Not found,Lodi,Teatro di Lodi Lodi,Not found,Not found,Teatro d'Onigo,La Vendemmia,6226296,211636,melodramma,carnovale 1805 anno quarto,http://dl.cini.it/collections/show/956
499,data_318.json,"I Viaggiatori felici, dramma giocoso per musica di Filippo Livigni da rappresentarsi nel nobile Teatro di San Samuele l'autunno 1780. Dedicato all'eccellentissime Dame Venete",1780,"['EVIAGGIATORE', 'FEEIC', '!', 'DRAMMA', 'GIOGOSO', 'PER', 'MUSICA', 'pt', 'Frinipro', 'L1viGNi', 'Dé', 'RAPPRESENTARST', 'NEL', 'NOBILE', 'TEATRO', 'DI', 'SAN', 'SAMUELE', 'LE', 'Autanso', 'dell', '!', 'Anno', '1789', '.', 'DEDICATO', 'ALL', '?', 'ECCELEENTISSINE', 'DAME', 'VENETE', 'seat', 'IN', 'VENEZIA', ';', 'MDGCLEXX', '.', 'Preflo', 'Moperse', '’', 'Fenz0', '-', 'CON', 'LE', 'Desire', 'PEEMISSLONI', '.']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Filippo Livigni,Venice,Teatro di San Samuele Venice,45.434000499999996,12.328373205309001,Teatro di San Samuele,I viaggiatori felici,2371306,4046111,dramma,Not found,http://dl.cini.it/collections/show/120
500,data_351.json,"Il Demetrio, dramma per musica da rappresentarsi nel famosissimo Teatro Grimani di S. Gio: Grisostomo nel Carnovale dell'anno 1732. Dedicato a sua eccellenza Carlo Sacuille conte di Middlesex ...",1732,"['Tn', 'DEMETRIO', 'DRAMMA', 'PER', 'MUSICA', 'Datapprefentarfi', 'nel', 'famofiffimo', 'TEATRO', 'GRIMANI', 'diS', '.', 'Gio', ':', 'Grifonomo', 'Nel', 'Carrovale', 'dell', '*', 'Anno', 'MDCCXXXIM', '.', 'Dedicate', 'a', 'Sua', 'Becelora', 'CARLO', 'SACUILLE', 'Conte', 'di', 'Middlefer', ',', 'Sigtinols', 'Primor', 'genito', 'dellAl', ':', 'e', 'Bo', ':', 'Brincipe', 'Lioe', '‘el', 'Cranfield', '-', 'Saeuille', ',', 'Dues', '©', 'Coxdi', 'Dorfet', ',', 'Condi', 'Middietex', ',', 'Barone', 'di', 'Buclihurst', ',', 'Governatore', 'de', 'i', 'cinque', 'Poti', 'd', ""'"", 'laghiltera', ',', 'Vice', '-', 'Re', 'dian', 'da', ',', 'Cavaliere', 'del', '’', 'Ondine', 'del', 'Gartic', '-', 're', '&', 'e', ',', 'Be', '.', '&', 'e', ',', 'SESesy', 'IN', 'VENEZIA', ',', 'MDCCXXxIL', '.', 'Prefl', '>', 'Marin', 'Rofetti', 'jo', 'Merceria', 'allinfegea', 'della', 'Pace', '.', 'Gon', 'Licensa', 'det', 'Suoeriori', 'ye', 'Privilgin', ',']","['venezia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venezia', 'venezia', 'venetia']",Not found,Venice,Teatro Grimani Venice,45.43896755,12.338117806322515,Teatro Grimani,Il Demetrio,719431,211636,dramma,Carnovale dell'anno 1732,http://dl.cini.it/collections/show/368
501,data_77.json,Argiope fauola musicale di N. e di Gio: Battista Fusconi. Consacrata al chiaro merito della signora Anna Renzi,1649,"['FAVOLA', 'MVSICALE', 'Di', 'Nee', 'Di', 'IGIO', ':', 'BATTISTA', 'FVSCONI', '.', 'Confacrata', 'AL', 'CHIARO', 'MERITO', 'Dalla', 'Signora', 'ANNA', 'RENZL', 'IN', 'VENETIA', ',', 'M', '.', 'DC', '.', 'XLIX', '.', 'Appreffo', 'Gio', ':', 'Pie', ':', 'ro', 'Pinel', 'Can', 'Liceran', 'de', 'Saperionis', '&', 'Pris']","['venetia', 'venezia', 'venetia']",Venice,45.43713,12.33265,"['venetia', 'venezia', 'venetia']",N.,Venice, Venice,Not found,Not found,Not found,Argiope,91918,440526,favola pastorale,Not found,http://dl.cini.it/collections/show/662
